Actual_Demand,RF_Pred,XGB_Pred,Ensemble_Pred
174,136.415,152.0545,144.2347521972656
140,144.845,135.08403,139.9645150756836
115,113.695,116.58056,115.13777938842773
82,75.86,80.88173,78.37086456298829
98,99.555,116.73313,108.1440657043457
269,189.95,207.70595,198.82797393798828
111,106.18,110.0582,108.11909851074219
91,95.98,100.02624,98.0031187438965
182,134.88,165.28317,150.08158630371094
187,158.075,175.73259,166.90379486083984
118,151.77,129.29022,140.53011108398437
121,126.425,128.42862,127.42680969238282
199,162.775,189.84973,176.31236572265624
196,175.785,186.07983,180.93241699218748
212,149.87,175.25867,162.56433349609375
131,140.045,124.42616,132.23558135986326
283,183.625,220.30609,201.96554565429688
83,98.285,95.12214,96.70356948852539
258,172.79,221.64627,197.21813537597654
206,181.425,198.5439,189.9844497680664
229,179.03,204.47014,191.75006927490233
159,157.21,152.61404,154.91202209472658
126,110.375,115.88728,113.13114166259766
156,153.61,155.5413,154.5756527709961
119,107.76,122.575745,115.16787231445312
64,80.935,78.723526,79.82926300048828
120,112.635,121.91075,117.27287567138671
85,77.9,85.0519,81.47595138549805
81,97.565,94.313835,95.93941757202148
72,62.52,73.302895,67.91144729614258
233,169.7,189.72432,179.7121597290039
164,132.105,136.35957,134.23228668212892
125,118.355,125.778854,122.0669271850586
73,103.27,94.180984,98.72549224853515
80,91.995,93.44096,92.7179818725586
81,59.18,71.516075,65.34803756713868
132,117.71,130.41524,124.0626187133789
35,66.815,52.74412,59.779560775756835
89,120.995,103.94551,112.47025543212891
156,117.625,134.74573,126.18536376953125
97,84.815,86.98097,85.89798614501953
123,110.67,116.6303,113.65015121459962
92,104.03,92.64048,98.33524002075195
111,116.8,98.380684,107.5903419494629
144,144.645,151.52629,148.08564544677733
157,139.52,146.67491,143.0974557495117
140,155.35,144.61356,149.98177795410157
118,127.645,124.69512,126.17006088256835
118,104.065,119.90978,111.98739120483398
142,141.3,141.85033,141.57516326904297
186,150.155,162.97041,156.5627066040039
111,122.525,110.35353,116.43926544189453
94,120.635,112.142624,116.38881195068359
81,76.64,78.19557,77.41778594970702
100,97.74,108.631584,103.18579208374024
64,95.0,85.62613,90.31306457519531
136,113.04,131.40984,122.22491790771485
188,171.6,181.73853,176.6692626953125
215,165.205,193.121,179.16300109863283
104,101.42,104.3292,102.87460037231446
89,84.745,94.82006,89.78253036499024
114,125.6,121.07848,123.33924179077148
173,179.29,166.49664,172.8933215332031
194,144.565,159.39409,151.9795443725586
101,98.49,97.20816,97.84908020019532
70,77.355,86.51743,81.93621658325196
57,56.045,62.080257,59.06262870788574
107,107.685,114.14572,110.91536071777344
121,116.16,120.27796,118.21898086547851
180,145.115,160.72247,152.91873657226563
133,135.06,138.45665,136.75832489013672
130,124.75,127.78192,126.26596069335938
124,132.86,137.30354,135.08177154541016
180,150.715,168.77908,159.74704162597658
93,90.21,88.50975,89.35987518310546
167,130.305,151.7112,141.00809844970703
78,80.78,75.20048,77.99023880004883
100,99.935,114.29023,107.11261489868164
182,150.04,171.8106,160.92529632568358
138,112.42,129.569,120.99450012207032
66,78.985,65.608826,72.29691284179688
134,114.195,152.17053,133.18276611328125
283,181.705,209.88055,195.7927770996094
138,127.24,146.01198,136.62598907470704
107,94.25,109.325134,101.78756713867188
78,91.755,87.24565,89.50032562255859
98,106.65,103.0074,104.82870025634766
91,84.54,89.08195,86.81097366333009
92,109.775,104.96859,107.37179489135742
202,171.91,190.74782,181.32890899658202
42,90.62,72.031235,81.32561737060547
117,113.455,114.40882,113.93191055297851
113,105.855,112.400856,109.12792800903321
106,94.1,105.81696,99.95848159790039
178,155.33,159.92172,157.6258612060547
151,138.025,145.66623,141.84561462402343
111,144.245,128.30339,136.27419525146485
150,138.925,142.22412,140.574560546875
74,84.995,71.879715,78.43735748291016
103,92.405,101.76677,97.08588470458984
110,91.515,107.238174,99.37658721923827
148,115.11,131.15622,123.13310974121094
168,156.045,157.42966,156.73732849121092
120,110.735,112.05153,111.39326446533204
104,137.055,119.38255,128.21877655029297
131,124.445,135.87642,130.1607095336914
168,135.98,150.80527,143.3926336669922
23,51.89,38.981205,45.43560249328613
148,145.215,150.74924,147.98211853027345
114,113.95,109.847885,111.89894256591796
88,86.35,87.24946,86.79972915649414
152,124.775,128.81091,126.79295654296875
80,81.73,76.279884,79.00494216918946
93,103.61,98.72042,101.16521041870118
120,117.205,105.9832,111.59410003662109
143,141.1,139.69041,140.39520721435548
88,93.24,88.48464,90.8623210144043
99,103.33,100.287476,101.80873779296874
144,113.48,140.63516,127.05758117675782
97,105.385,112.401634,108.89331710815429
200,160.055,164.66496,162.35998138427735
149,134.6,134.84825,134.72412567138673
66,89.17,83.21814,86.19406982421876
278,166.485,199.67479,183.07989471435548
226,135.955,166.88686,151.4209280395508
115,112.14,123.200966,117.67048294067382
147,131.48,139.54327,135.51163696289063
180,183.85,169.08095,176.4654739379883
103,97.13,98.74168,97.9358381652832
120,114.155,120.49803,117.32651580810547
138,133.3,140.62056,136.9602798461914
118,115.74,117.756386,116.74819290161133
119,120.81,122.811134,121.81056716918945
248,190.13,210.52753,200.32876342773437
115,99.195,104.52729,101.86114517211914
191,158.435,166.06912,162.25206115722656
190,173.1,179.97397,176.5369842529297
75,90.155,82.03689,86.0959440612793
115,116.645,113.42088,115.03294158935546
133,137.755,138.47672,138.1158575439453
51,69.56,66.67851,68.1192562866211
55,70.71,66.175575,68.44278762817382
33,79.46,61.54667,70.50333450317382
134,86.81,102.18011,94.49505355834961
104,103.125,101.24713,102.18606567382812
138,149.635,146.67993,148.1574658203125
133,112.345,124.96383,118.65441452026367
110,86.89,96.030716,91.4603579711914
204,147.83,171.46405,159.6470251464844
114,127.465,114.97874,121.2218684387207
121,119.82,113.42507,116.6225358581543
111,129.97,127.01358,128.49179016113283
85,77.165,89.005066,83.08503295898439
118,118.88,123.37118,121.12558883666992
188,167.855,161.80049,164.82774566650392
129,115.165,119.308136,117.23656799316407
122,114.41,116.13961,115.27480514526367
146,144.79,149.52823,147.1591143798828
115,106.495,110.55791,108.5264535522461
126,113.205,130.86949,122.03724578857421
86,131.74,124.68039,128.21019470214844
113,122.23,136.1325,129.18125366210938
131,122.315,127.797646,125.05632278442383
105,104.445,108.35415,106.39957443237304
96,106.345,96.943,101.64400039672852
204,164.625,198.72032,181.67266082763672
144,129.615,137.01546,133.31522857666016
92,109.875,103.73406,106.80453109741211
114,145.89,128.95653,137.42326385498046
70,95.295,95.79019,95.54259582519532
133,133.55,130.85457,132.20228424072266
165,158.435,165.59656,162.01577880859375
150,141.635,156.41408,149.02453887939453
76,92.635,89.73307,91.18403518676757
103,106.6,107.66767,107.13383560180664
52,65.55,65.18689,65.36844482421876
101,94.345,92.52188,93.43344055175781
69,61.955,60.189857,61.07242874145508
117,98.615,116.57627,107.59563552856446
132,162.435,154.81596,158.6254818725586
68,76.71,65.70717,71.20858428955077
56,62.22,55.101723,58.66086135864258
52,71.355,58.85803,65.10651420593263
134,87.53,108.14032,97.83515991210938
103,101.18,92.25645,96.71822341918946
69,101.515,84.47302,92.99401123046874
41,61.93,41.903446,51.916723098754886
35,38.235,42.86031,40.54765480041504
159,114.43,128.94142,121.68571075439453
77,86.13,69.248856,77.68942779541015
63,74.78,78.398994,76.58949722290039
96,88.59,85.30028,86.94513885498047
64,61.145,69.43035,65.28767562866211
139,110.68,120.50955,115.59477600097657
56,65.225,62.202007,63.71350364685058
108,84.25,89.337715,86.79385757446289
67,70.42,70.42019,70.4200944519043
102,86.65,88.719765,87.68488235473633
113,105.275,108.85634,107.06566925048828
135,121.495,132.22243,126.85871368408203
60,92.81,71.74541,82.2777035522461
104,98.895,101.10745,100.00122619628905
118,86.805,99.134735,92.96986755371094
68,71.535,68.203026,69.86901290893555
46,66.89,63.486164,65.18808204650878
91,110.305,109.8587,110.08185180664063
132,136.05,124.28134,130.1656707763672
190,128.57,164.01038,146.29018798828125
61,86.915,74.54389,80.72944595336915
148,142.245,134.50003,138.37251525878906
102,92.365,101.64604,97.0055209350586
156,129.86,132.43858,131.14929168701173
133,112.895,127.48694,120.19096923828124
96,93.145,98.769295,95.95714736938476
101,119.6,116.44177,118.02088623046875
129,149.895,140.61484,145.25491882324218
122,131.19,145.89397,138.54198333740234
93,85.555,94.35977,89.95738586425782
123,131.555,121.13559,126.34529479980469
99,105.375,106.59222,105.98360824584961
158,154.54,147.70848,151.12424041748045
133,129.65,126.75466,128.20233078002929
27,51.31,58.51017,54.91008499145508
114,110.64,116.352234,113.49611694335937
95,78.58,99.09146,88.8357305908203
158,135.865,142.68257,139.2737857055664
148,118.395,130.36798,124.38149047851562
107,110.555,114.462715,112.5088575744629
108,112.81,106.67835,109.74417617797852
190,168.82,181.44283,175.1314126586914
156,137.6,159.7701,148.68504791259767
153,137.79,131.06438,134.42718841552733
92,99.92,95.803246,97.8616227722168
122,136.51,141.67836,139.09417999267578
109,121.095,120.636765,120.8658822631836
73,98.02,83.59863,90.80931640624999
156,111.08,142.43564,126.75781921386718
105,102.95,101.72182,102.33590850830078
122,115.395,119.74563,117.57031417846679
99,119.075,102.44266,110.75882873535156
67,74.965,79.200714,77.08285705566406
61,82.255,71.122734,76.6888670349121
126,107.95,110.43032,109.19016036987304
97,108.55,98.68218,103.61609115600587
107,105.735,111.33237,108.5336834716797
134,121.66,118.078705,119.86935241699219
94,102.495,100.33991,101.4174562072754
120,103.48,104.367546,103.9237730407715
50,70.42,63.948338,67.18416877746583
68,65.73,70.09973,67.91486572265626
70,100.745,71.59287,86.16893630981446
98,113.065,95.11111,104.0880534362793
92,118.445,121.02257,119.73378387451172
52,70.35,57.72008,64.03504066467285
71,60.68,58.098656,59.3893278503418
105,96.845,85.691345,91.26817260742187
72,67.035,75.252785,71.14389236450195
86,100.78,90.3335,95.55675186157227
52,56.645,56.18113,56.41306472778321
123,95.705,104.48124,100.09311965942382
87,78.215,85.78214,81.99857131958008
109,87.68,91.99445,89.8372267150879
77,99.73,83.28184,91.50591873168946
103,93.965,86.89274,90.42886917114258
88,100.86,105.59981,103.22990386962891
79,66.73,79.86319,73.29659484863282
129,106.635,110.86681,108.75090682983398
70,70.665,61.29305,65.9790244293213
94,90.1,83.146904,86.6234519958496
89,79.33,75.34344,77.3367185974121
105,100.45,96.733795,98.5918975830078
60,70.27,56.769566,63.51978279113769
90,99.55,100.16921,99.8596061706543
119,108.73,100.1518,104.44090103149415
52,64.07,55.721367,59.895683441162106
95,77.385,79.517,78.45099914550781
143,108.305,112.5758,110.44039901733399
52,78.1,67.37083,72.7354133605957
80,78.305,77.62647,77.96573623657227
108,120.83,115.54022,118.18511108398437
135,91.03,124.51125,107.7706266784668
94,103.465,105.16872,104.31685821533203
179,136.815,156.0185,146.41674682617187
169,138.7,161.30186,150.0009323120117
61,85.235,80.13079,82.68289535522462
159,139.125,154.50702,146.81600952148438
107,131.445,120.12613,125.78556457519531
184,165.175,184.44873,174.811865234375
119,115.67,115.60712,115.63855834960938
122,109.955,116.37389,113.16444686889648
190,151.535,150.48308,151.00903900146483
109,91.095,106.19344,98.64422164916992
153,139.885,141.27164,140.5783184814453
135,122.88,128.28403,125.58201354980469
157,138.895,142.47778,140.6863916015625
123,114.185,120.81785,117.5014241027832
96,92.95,105.470825,99.21041259765624
110,121.035,120.555824,120.79541213989258
147,140.045,149.22118,144.63308807373045
115,116.475,121.79422,119.13460998535156
165,131.355,157.05751,144.2062551879883
227,171.675,201.66942,186.67220916748047
108,114.545,132.29591,123.42045684814454
128,128.85,130.87637,129.86318664550782
145,156.075,153.72005,154.89752349853515
126,137.665,151.7832,144.72410156249998
120,123.915,125.05652,124.48575927734376
110,118.01,119.17722,118.5936116027832
192,149.795,162.69347,156.2442330932617
115,101.155,110.5328,105.84389938354492
234,169.21,198.07936,183.64468048095705
270,238.775,243.557,241.16600341796874
182,135.06,168.47806,151.76902893066406
169,164.155,173.51315,168.83407653808592
76,86.015,88.47538,87.24518997192382
76,87.815,67.90595,77.86047622680664
49,57.65,56.3748,57.0124008178711
161,140.975,155.10706,148.04102783203126
57,83.6,66.541046,75.07052307128906
181,117.155,146.63515,131.89507354736327
105,95.015,104.98691,100.00095397949218
162,168.685,161.50215,165.0935757446289
109,116.17,102.18501,109.17750640869141
48,50.56,46.999523,48.7797615814209
178,146.745,164.62671,155.6858544921875
100,100.695,109.34507,105.02003494262695
104,121.385,116.93272,119.15885818481445
133,129.69,142.60284,136.14642211914062
183,157.13,164.73813,160.93406433105469
88,88.67,90.76804,89.71902175903321
123,129.855,122.91546,126.3852293395996
130,130.96,135.3397,133.14985321044924
123,119.31,119.256226,119.28311279296875
101,89.55,89.35967,89.45483627319337
125,114.305,110.35001,112.32750686645508
103,130.715,108.70225,119.70862380981445
98,89.735,94.64589,92.19044464111329
81,80.025,88.92382,84.47441024780274
51,65.395,58.66208,62.028539428710936
35,44.955,37.40467,41.179835357666015
127,140.645,127.262924,133.95396209716796
93,93.65,101.384834,97.5174171447754
81,87.255,77.3542,82.3046011352539
100,89.325,103.540985,96.43299255371093
93,96.825,94.77362,95.79931030273437
207,182.01,196.1373,189.07364929199218
150,143.565,129.78636,136.67568084716797
86,65.54,80.6623,73.10115005493165
142,131.72,141.23595,136.47797332763673
158,128.74,141.78926,135.2646304321289
102,91.755,89.05661,90.40580505371094
193,187.075,194.99432,191.03466186523437
125,123.175,116.24323,119.7091163635254
71,60.665,68.72405,64.6945262145996
83,87.62,89.83301,88.72650390625
110,115.81,114.72835,115.26917388916016
159,138.55,145.59662,142.07330932617188
83,88.44,87.055115,87.74755737304687
128,121.705,115.72121,118.71310333251952
85,97.29,83.636505,90.46325256347657
42,55.47,41.751183,48.61059127807617
46,57.35,47.39731,52.373654174804685
184,169.865,174.78639,172.32569610595704
87,86.175,82.66737,84.42118682861329
225,147.145,197.62198,172.3834893798828
93,76.725,85.86426,81.29462890625
126,124.31,124.28957,124.2997868347168
54,66.065,73.061104,69.56305191040039
110,126.685,117.09476,121.88987854003906
118,119.61,133.26282,126.43640869140626
105,131.96,112.09486,122.02742813110352
113,135.27,126.07951,130.67475677490233
96,97.65,93.11007,95.38003463745117
177,160.295,167.94379,164.11939331054685
54,40.43,61.174778,50.802388992309574
62,78.075,61.025,69.55000076293945
99,99.85,95.93025,97.89012603759765
113,92.83,106.3664,99.59820083618163
79,91.125,91.52857,91.32678604125977
94,95.87,91.99152,93.9307618713379
105,104.74,103.7992,104.26960098266602
106,101.8,110.836586,106.31829299926758
159,138.43,156.21205,147.32102569580078
89,104.635,101.691475,103.16323745727539
115,94.195,106.321754,100.2583772277832
165,155.665,157.74342,156.704211730957
74,53.045,63.15044,58.09772010803223
141,122.25,136.54701,129.39850616455078
133,139.81,134.3866,137.09829833984375
81,86.97,75.816124,81.39306198120117
77,70.525,70.46901,70.49700469970703
57,51.46,51.742046,51.60102317810059
121,156.68,145.30913,150.9945639038086
52,71.21,72.89487,72.05243347167968
224,170.35,186.18033,178.26516418457032
152,130.055,124.802956,127.4289778137207
140,128.46,131.15863,129.8093151855469
88,96.24,96.74811,96.49405395507813
94,84.43,78.76525,81.59762557983399
64,93.39,62.200283,77.79514152526855
58,51.48,44.007904,47.74395202636718
49,61.43,48.6934,55.061700668334964
37,47.775,30.08785,38.93142528533936
63,49.375,53.644264,51.5096321105957
62,77.74,65.94037,71.84018432617188
56,66.435,60.832977,63.63398864746094
58,56.61,49.530533,53.07026641845703
66,46.2,49.223217,47.711608505249025
43,48.56,44.79232,46.67616012573242
49,70.555,61.434654,65.99482711791993
21,34.365,17.670149,26.017574424743653
74,85.67,83.914536,84.79226776123048
56,49.89,60.104862,54.99743110656738
27,32.205,27.586737,29.895868339538573
44,41.52,41.15554,41.3377702331543
68,45.6,54.929413,50.264706420898435
31,40.005,40.38164,40.193320693969724
40,38.225,41.746204,39.98560218811035
64,72.64,68.71255,70.67627365112304
53,53.81,53.68285,53.7464249420166
45,42.765,44.865044,43.81502182006836
54,39.755,51.385017,45.57000869750976
69,82.695,71.2788,76.98690048217773
9,38.14,19.138763,28.639381713867188
93,45.75,60.34356,53.04677963256836
51,63.115,39.759113,51.437056655883794
37,54.77,41.728245,48.249122390747075
57,81.11,69.53991,75.32495468139649
65,40.37,52.61625,46.49312454223633
59,86.225,54.35395,70.28947525024414
51,59.465,52.259262,55.86213104248047
69,72.7,75.08627,73.89313659667968
164,158.93,166.84853,162.88926300048828
94,101.82,100.64485,101.23242584228515
76,69.99,85.752174,77.87108718872071
102,86.72,96.12108,91.42053924560547
95,83.58,98.053116,90.81655792236327
77,90.325,74.17208,82.24854049682617
161,168.405,180.6971,174.55104888916014
161,189.605,174.1806,181.89280151367188
154,139.055,128.9061,133.9805487060547
112,111.62,119.63638,115.62819152832031
127,123.99,127.67514,125.83257019042969
60,63.025,62.895752,62.9603759765625
174,169.875,170.54791,170.21145629882812
184,164.17,157.5357,160.8528527832031
186,140.7,157.78424,149.24212036132812
118,142.29,132.66267,137.47633697509764
94,80.655,85.767845,83.2114225769043
148,181.85,162.63965,172.24482421875
115,105.215,123.97799,114.59649459838867
93,107.18,110.22076,108.70037826538086
31,49.705,32.31188,41.00843910217285
76,93.82,90.311935,92.06596771240234
72,81.65,90.41382,86.0319091796875
76,77.975,74.19359,76.08429412841797
130,132.01,129.7728,130.89139831542968
143,93.945,115.955505,104.95025268554687
146,120.755,141.84038,131.2976889038086
103,92.67,95.352806,94.0114030456543
93,104.355,91.47907,97.9170362854004
52,66.61,70.07676,68.34337966918946
79,83.925,84.049255,83.98712768554688
121,152.74,131.31769,142.02884399414063
148,130.585,141.87497,136.22998474121096
65,84.845,62.939846,73.89242301940918
51,58.62,53.5585,56.08924919128418
58,48.92,47.43783,48.178915939331056
73,68.66,61.642223,65.15111167907715
75,118.865,90.237404,104.55120193481446
50,60.46,57.785076,59.122538070678715
54,70.525,49.577545,60.051272583007815
43,54.585,40.526104,47.55555198669434
42,39.79,41.24043,40.51521446228027
52,45.155,48.058807,46.60690368652344
34,53.935,44.440056,49.187527923583986
41,38.355,41.53665,39.94582580566406
45,66.815,54.021503,60.41825172424316
61,46.025,56.4185,51.221749496459964
64,72.47,57.3212,64.89560066223144
91,57.83,80.306175,69.06808761596679
57,47.795,37.96704,42.8810205078125
54,44.0,50.44087,47.22043418884277
63,82.07,63.553123,72.81156173706054
48,55.39,48.919445,52.1547225189209
31,51.625,37.535755,44.58037757873535
78,77.635,70.05825,73.84662521362304
24,46.99,34.889603,40.93980133056641
76,52.995,71.828445,62.41172271728516
57,60.905,55.67211,58.288555755615235
47,46.54,38.253307,42.396653671264644
115,116.13,123.49565,119.81282562255859
123,147.68,141.14258,144.4112890625
118,93.23,99.06979,96.14989685058595
117,83.97,100.88833,92.42916427612305
101,97.34,98.16147,97.75073425292969
114,102.08,114.04308,108.06154159545898
103,92.83,98.14423,95.48711685180663
111,116.0,116.11565,116.05782318115234
78,87.695,72.42111,80.05805603027343
159,139.69,147.7496,143.7198016357422
108,116.74,110.170105,113.45505249023438
63,80.24,75.9574,78.09869873046875
92,92.48,101.61365,97.04682373046876
102,99.255,101.48668,100.37083953857422
121,112.335,110.534225,111.43461273193358
80,89.98,88.800156,89.39007781982423
51,57.385,61.826454,59.605727081298824
85,87.8,91.895325,89.84766235351563
111,100.405,100.00625,100.20562423706055
174,167.04,165.49828,166.26913787841795
124,110.99,127.392944,119.19147216796875
63,91.975,71.93479,81.9548957824707
128,121.095,115.79352,118.44425903320312
87,91.41,78.77153,85.09076507568359
120,110.595,116.434616,113.5148080444336
102,93.7,100.77242,97.23621139526367
103,106.625,111.62656,109.12577819824219
161,151.1,156.72089,153.9104431152344
60,79.695,74.48215,77.08857360839843
112,104.2,102.657364,103.42868194580078
87,74.875,83.01389,78.9444465637207
141,153.06,157.21127,155.1356365966797
55,71.77,65.63971,68.70485473632812
184,160.595,187.01074,173.80287109375
106,104.2,95.84818,100.02409133911132
122,110.285,110.827354,110.55617721557617
4,37.75,12.265504,25.007751941680908
65,91.47,87.28496,89.3774789428711
113,88.435,105.043335,96.73916748046875
200,162.055,175.9865,169.02074798583985
151,166.65,168.51085,167.5804244995117
181,177.325,156.17911,166.7520538330078
121,105.885,107.526855,106.705927734375
108,106.51,110.43981,108.47490585327148
106,111.925,117.68425,114.80462493896485
83,83.675,83.840454,83.75772705078126
141,159.04,153.24503,156.1425128173828
135,111.245,118.278046,114.76152282714844
156,165.855,160.96082,163.40790771484376
74,59.29,73.781815,66.53590728759765
114,120.12,115.90977,118.01488357543946
